,Player,S,Team,Points,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FGM
68,"Miller, H.",10,COL,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
69,"Morris, D.",10,AZ,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
70,"North, F.",10,COL,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
71,"Nyquist, W.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"O'Sullivan, C.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"O'Sullivan, S.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Oles, K.",10,SJS,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
75,"Rainey, R.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Riddick, D.",10,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,"Savea, A.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"Slax, G.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Smallwood, D.",10,NO,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
80,"Spector, M.",10,OCO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,"Squanch, V.",10,AZ,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
82,"Stormblessed, N.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"Taylor, O.",10,BAL,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
84,"Tuck Jr., T.",10,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,"Valentine, V.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"Wachter, J.",10,AZ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,"Weathers III, B.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"Westfield, B.",10,OCO,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
89,"Weston, S.",10,SJS,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
90,"Wheat, B.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Willie, T.",10,BAL,90.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
92,"Winchester, A.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"Zephyrous, S.",10,OCO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
94,"Barnes, B.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Bayley, B.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"Bly Jr., A.",10,COL,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,"Browning, B.",10,BAL,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,"Broxton, J.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Bush, C.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"Crush, C.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"Felix, L.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Flash, X.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Fyodorovich, V.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"Garden, J.",10,PHI,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,"Goodson, N.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,"Grau, M.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"Hayden, A.",10,PHI,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,"Hobbs, S.",10,AZ,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,"Kennedy, E.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"Lavelle, D.",10,YKW,24.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
111,"Mackworthy, R.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"Miller, H.",10,COL,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
113,"Poopsie, D.",10,SJS,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,"Stormblessed, N.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Taylor, O.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Valentine, V.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,"Verns, D.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"Westfield, B.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Willie, T.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Adams, R.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"Akselsen, M.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"Andres, J.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Applehort, R.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Asipi Jr., A.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Askins, J.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"BackerBot38, Z.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Bagwell, N.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,"Barnes, B.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Barnhardt, B.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Bayley, B.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Blanket8, Z.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Blocksdale, A.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Bly Jr., A.",10,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,"Brill, J.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Brister, T.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Brown, J.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Brown, M.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Brown, M.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Broxton, J.",10,OCO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,"Bush, C.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Canton, J.",10,SJS,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,"Chambers III, C.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Clegane, G.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Collins, V.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"Dam, D.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"David, M.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Davidson, D.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Davis, A.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Delacour, A.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"Deringer, K.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,"DiMirio, P.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Dwyer, J.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"Earl, B.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Enchant, E.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Ernston, H.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Felix, L.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Fitzpatrick, K.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Fletcher, G.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Flock, R.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Floggity, J.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"Fyodorovich, V.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"Gambino, C.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Garden, J.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Goodson, N.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"Grithead, D.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"Hackett, A.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,"Hansen, A.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Harrison, S.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Harrison, W.",10,NO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,"Hayden, A.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"Hendrix, K.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Hobbs, S.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Horne, B.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Ishigawa, H.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Jeremy, R.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Joshua, C.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Kamaka, E.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Kane, M.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"King, G.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"King, J.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,"Kronen, R.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Lavelle, D.",10,YKW,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
183,"Lee, J.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Lewith, T.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Mackworthy, R.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Maddox, R.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Marchand, J.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Marmeladov, V.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Marrett, O.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,"Maximus III, B.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"Medved, E.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"Miller, H.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"Mills, B.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"Morris, D.",10,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,"Noble, L.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"O'Sullivan, J.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Oakes, B.",10,NO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,"Pennington, C.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Pennington, T.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Pierno, N.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,"Pooky, S.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"Poopsie, D.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Ramero, R.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,"Ramrio, M.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Rax, L.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Rodriguez, G.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,"Roenick, A.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,"Rove, C.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"Saint, J.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,"Sandoval, A.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,"Sierra, R.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"Skinner, Z.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"Spaghetti, Y.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"Spector, M.",10,OCO,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
215,"Steve, R.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"Stone, W.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"StoneHandsBot, Z.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"StrongSafety5, Z.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"Taylor, C.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,"Taylor, O.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Thibault, A.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"Tiernan, L.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"Tillman, M.",10,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Troyski, X.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"Tuck, J.",10,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Tucker, P.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"Turner, D.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,"Tweed, B.",10,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229,"Tyler, J.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"Verns, D.",10,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
231,"Waiters, A.",10,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"Washington, L.",10,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,"Weathers III, B.",10,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Willie, T.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,"Winchester, A.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"Wojcik, B.",10,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Wright Jr, G.",10,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"Zhang, S.",10,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,"Corbett, K.",10,SJS,86.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0
240,"Forfeit, N.",10,YKW,115.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0
241,"Jackson, D.",10,AZ,105.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0
242,"Leg, P.",10,NO,145.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0
243,"Madlad, B.",10,OCO,91.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0
244,"McCormick, M.",10,COL,119.0,0.0,0.0,0.0,0.0,0.0,44.0,25.0
245,"Meoff, B.",10,PHI,76.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0
246,"Turkleton, T.",10,BAL,144.0,0.0,0.0,0.0,0.0,0.0,54.0,30.0
0,"Adams, R.",11,OCO,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Applehort, R.",11,BAL,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Brown, M.",11,PHI,90.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"Broxton, J.",11,OCO,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"Cansino, D.",11,COL,84.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"Canton, J.",11,SJS,66.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Carrasco, T.",11,YKW,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"Christ, J.",11,SJS,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Falconi, A.",11,PHI,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"Fitzpatrick, K.",11,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"Gore, B.",11,YKW,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"Grau, M.",11,COL,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Hondo, A.",11,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"Mackworthy, R.",11,AZ,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Maximus III, B.",11,NO,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"McCormick, M.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"Nyquist, W.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"O'Sullivan, C.",11,PHI,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Orosz, C.",11,SJS,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"Pennington, B.",11,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Riddick, D.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"RunMachine4, Z.",11,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Showbiz, G.",11,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"Smallwood, D.",11,NO,114.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"Strike, L.",11,AZ,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"Summer, A.",11,YKW,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Taylor, O.",11,BAL,102.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Zephyrous, S.",11,OCO,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"Aaron, D.",11,COL,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
29,"Adams, R.",11,OCO,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
30,"Atwell, T.",11,OCO,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
31,"Bayley, B.",11,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Blocksdale, A.",11,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"Booter, F.",11,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"Brannigan, Z.",11,SJS,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
35,"Brown, M.",11,PHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36,"Browning, B.",11,AZ,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
37,"Broxton, J.",11,OCO,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
38,"Bush, C.",11,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
39,"Cansino, D.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Canton, J.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Carrasco, T.",11,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"Catchem5, Z.",11,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,"Chipmunk, A.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"Cook, B.",11,YKW,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
45,"Crindy, B.",11,AZ,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
46,"Crush, C.",11,OCO,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
47,"DiMirio, P.",11,NO,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
48,"Flash, X.",11,SJS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
49,"Fyodorovich, V.",11,NO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
50,"Garden, J.",11,OCO,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
51,"Gore, B.",11,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"Grau, M.",11,COL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
53,"Harp, D.",11,BAL,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
54,"Harris Jr., F.",11,YKW,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,"Hasselhoff, F.",11,PHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
56,"Hondo, A.",11,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,"L'Alto, V.",11,BAL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
58,"Lavelle, D.",11,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Law, C.",11,NO,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
60,"LeClair, A.",11,NO,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
61,"Mackworthy, R.",11,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"McPoyal, G.",11,YKW,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
63,"Miller, H.",11,COL,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
64,"Morris, D.",11,AZ,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
65,"North, F.",11,COL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
66,"Nyquist, W.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"O'Sullivan, C.",11,PHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"O'Sullivan, S.",11,PHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
69,"Oles, K.",11,SJS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
70,"Orosz, C.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"Parker, J.",11,YKW,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
72,"Peterson, T.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Riddick, D.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"RunMachine4, Z.",11,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"Smallwood, D.",11,NO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
76,"Squanch, V.",11,AZ,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
77,"Strike, L.",11,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"Summer, A.",11,YKW,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
79,"Taylor, O.",11,BAL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
80,"Tuck Jr., T.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,"Valentine, V.",11,BAL,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
82,"Wachter, J.",11,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"Weston, S.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"Wheat, B.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"Willie, T.",11,BAL,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
86,"Yobanna-Kanayochukwu, C.",11,NO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
87,"Zephyrous, S.",11,OCO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,"von Matt, J.",11,PHI,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
89,"Aaron, D.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Atwell, T.",11,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Barnes, B.",11,AZ,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,"Bayley, B.",11,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"Bly Jr., A.",11,PHI,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,"Brown, M.",11,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Broxton, J.",11,OCO,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
96,"Danger, D.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"Fyodorovich, V.",11,NO,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,"Hobbs, S.",11,AZ,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,"Lavelle, D.",11,YKW,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,"Ludvig, O.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"Miller, H.",11,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Oles, K.",11,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Pennington, T.",11,YKW,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,"Taylor, O.",11,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
